timestamp_us,node_id,seq_no,rssi_dbm,pdr_percent,delay_ms
1065555984,14,100,-94,100.0,191.0
1065684984,12,101,-65,100.0,343.0
1067034984,10,101,-65,100.0,243.0
1067592696,4,104,-81,100.0,
1068743696,3,105,-65,100.0,549.0
1070210984,7,103,-65,100.0,96.0
1070378984,13,101,-65,100.0,612.0
1070670984,9,102,-65,100.0,405.0
1070899936,8,104,-94,100.0,
1071784984,11,102,-94,100.0,
1072495696,2,104,-69,100.0,
1073924984,6,103,-65,100.0,
1074298952,16,99,-65,100.0,195.0
1074867160,15,99,-65,100.0,154.0
1075079984,14,101,-94,100.0,174.0
1075469696,5,105,-94,100.0,354.0
1075824984,12,102,-65,100.0,319.0
1076858696,4,105,-81,100.0,11.0
1078008984,10,102,-65,100.0,242.0
1078774696,3,106,-65,100.0,549.0
1079457984,7,104,-65,100.0,70.0
1080102984,9,103,-65,100.0,380.0
1080888984,13,102,-65,100.0,585.0
1081800984,8,105,-94,100.0,
1082123224,11,103,-94,100.0,
1082544696,2,105,-69,100.0,
1083623984,16,100,-65,100.0,247.0
1084884984,6,104,-65,100.0,
1085029984,15,100,-65,100.0,164.0
1085241984,12,103,-65,100.0,280.0
1085466984,14,102,-94,100.0,151.0
1085907696,4,106,-81,100.0,
1086181696,5,106,-94,100.0,345.0
1087934696,3,107,-65,100.0,538.0
1088820984,10,103,-65,100.0,273.0
1089568984,7,105,-65,100.0,51.0
1089823984,9,104,-65,100.0,422.0
1091212984,13,103,-65,100.0,572.0
1092254984,11,104,-94,100.0,
1092356984,8,106,-94,100.0,
1092667984,16,101,-65,100.0,237.0
1092788696,2,106,-69,100.0,
1094874984,15,101,-65,100.0,162.0
1095214984,6,105,-65,100.0,
1095758984,14,103,-94,100.0,186.0
1095967696,4,107,-81,100.0,11.0
1096001984,12,104,-65,100.0,293.0
1096902696,5,107,-94,100.0,367.0
1097356696,3,108,-65,100.0,535.0
1098185984,10,104,-65,100.0,220.0
1099664984,9,105,-65,100.0,412.0
1099803984,7,106,-65,100.0,58.0
1100748984,13,104,-65,100.0,603.0
1102010984,16,102,-65,100.0,221.0
1102368984,8,107,-94,100.0,
1102811696,2,107,-69,100.0,
1102913984,11,105,-94,100.0,
1104296984,15,102,-65,100.0,249.0
1104980696,4,108,-81,100.0,
1105071984,6,106,-65,100.0,
1105939224,14,104,-94,100.0,129.0
1106324984,12,105,-65,100.0,334.0
1106889696,5,108,-94,100.0,357.0
1107321696,3,109,-65,100.0,538.0
1108618984,10,105,-65,100.0,280.0
1108995984,9,106,-65,100.0,429.0
1109415984,7,107,-65,100.0,42.0
1111129984,13,105,-65,100.0,552.0
1111615984,16,103,-65,100.0,199.0
1112928696,2,108,-69,100.0,
1113154984,8,108,-94,100.0,
1113910984,11,106,-94,100.0,
1113989984,15,103,-65,100.0,323.0
1114590984,6,107,-65,100.0,
1115380696,4,109,-81,100.0,8.0
1115433984,14,105,-94,100.0,142.0
1116531696,5,109,-94,100.0,354.0
1117252984,12,106,-65,100.0,303.0
1117832696,3,110,-65,100.0,523.0
1118351984,9,107,-65,100.0,404.0
1119312984,7,108,-65,100.0,84.0
1119409984,10,106,-65,100.0,265.0
1121314984,13,106,-65,100.0,598.0
1121558984,16,104,-65,100.0,233.0
1123111696,2,109,-69,100.0,
1123771984,8,109,-94,100.0,
1123853984,15,104,-65,100.0,256.0
1124746984,11,107,-94,100.0,
1124856696,4,110,-81,100.0,60.0
1125418984,6,108,-65,100.0,
1125870696,5,110,-94,100.0,365.0
1126129984,14,106,-94,100.0,132.0
1127103984,12,107,-65,100.0,298.0
1127616984,9,108,-65,100.0,421.0
1128536696,3,111,-65,100.0,547.0
1129513984,10,107,-65,100.0,254.0
1129745984,7,109,-65,100.0,71.0
1131937984,16,105,-65,100.0,190.0
1132295984,13,107,-65,100.0,599.0
1133810984,15,105,-65,100.0,242.0
1133938696,2,110,-69,100.0,
1134122984,8,110,-94,100.0,
1134466696,4,111,-81,100.0,
1134597984,6,109,-65,100.0,
1135061696,5,111,-94,100.0,365.0
1135617984,11,108,-94,100.0,
1135798984,14,107,-94,100.0,192.0
1136867984,12,108,-65,100.0,290.0
1137322984,9,109,-65,100.0,369.0
1138034696,3,112,-65,100.0,527.0
1138977984,7,110,-65,100.0,65.0
1140102984,10,108,-65,100.0,239.0
1142133984,13,108,-65,100.0,633.0
1142829984,16,106,-65,100.0,224.0
1142897224,15,106,-65,100.0,199.0
1143420696,2,111,-69,100.0,
1144619696,4,112,-81,100.0,
1144699984,8,111,-94,100.0,
1144706696,5,112,-94,100.0,367.0
1144962984,14,108,-94,100.0,171.0
1145131984,6,110,-65,100.0,
1146070984,11,109,-94,100.0,
1146347984,9,110,-65,100.0,387.0
1147293696,3,113,-65,100.0,558.0
1147626984,12,109,-65,100.0,325.0
1148131984,7,111,-65,100.0,83.0
1150650984,10,109,-65,100.0,235.0
1151533984,13,109,-65,100.0,644.0
1151958984,15,107,-65,100.0,251.0
1152127984,16,107,-65,100.0,239.0
1153764696,5,113,-94,100.0,347.0
1154292696,4,113,-81,100.0,1.0
1154429696,2,112,-69,100.0,
1154485984,8,112,-94,100.0,
1154534936,14,109,-94,100.0,244.0
1155265984,6,111,-65,100.0,
1155497984,11,110,-94,100.0,
1155528984,9,111,-65,100.0,449.0
1157393984,12,110,-65,100.0,322.0
1157540696,3,114,-65,100.0,528.0
1158871936,7,112,-65,100.0,53.0
1160890224,13,110,-65,100.0,548.0
1161184984,15,108,-65,100.0,179.0
1161306984,10,110,-65,100.0,237.0
1161572984,16,108,-65,100.0,154.0
1163645984,8,113,-94,100.0,
1163776696,2,113,-69,100.0,
1163884696,4,114,-81,100.0,
1164277696,5,114,-94,100.0,363.0
1164314984,6,112,-65,100.0,
1164324984,14,110,-94,100.0,163.0
1164663984,11,111,-94,100.0,
1165531984,9,112,-65,100.0,412.0
1167714984,12,111,-65,100.0,291.0
1168490696,3,115,-65,100.0,533.0
1169293984,7,113,-65,100.0,57.0
1170604984,13,111,-65,100.0,586.0
1170868984,15,109,-65,100.0,208.0
1171244984,10,111,-65,100.0,234.0
1172119984,16,109,-65,100.0,214.0
1172907696,4,115,-81,100.0,
1173040696,2,114,-69,100.0,
1173621984,6,113,-65,100.0,
1173916984,14,111,-94,100.0,158.0
1174063984,8,114,-94,100.0,
1174320984,11,112,-94,100.0,
1175082696,5,115,-94,100.0,367.0
1176524984,9,113,-65,100.0,430.0
1178631984,12,112,-65,100.0,304.0
1179449696,3,116,-65,100.0,526.0
1179677984,7,114,-65,100.0,84.0
1180319984,15,110,-65,100.0,197.0
1180366992,10,112,-65,100.0,257.0
1181573984,13,112,-65,100.0,650.0
1181978696,4,116,-81,100.0,
1182131984,16,110,-65,100.0,276.0
1182365696,2,115,-69,100.0,
1183966984,8,115,-94,100.0,
1184075984,6,114,-65,100.0,
1184511984,11,113,-94,100.0,
1184883984,14,112,-94,100.0,177.0
1185964696,5,116,-94,100.0,369.0
1186863984,9,114,-65,100.0,399.0
1189155696,3,117,-65,100.0,542.0
1189422984,12,113,-65,100.0,324.0
1190130984,10,113,-65,100.0,220.0
1190316984,15,111,-65,100.0,254.0
1190516984,7,115,-65,100.0,99.0
1191150984,16,111,-65,100.0,190.0
1191457696,4,117,-81,100.0,7.0
1191663696,2,116,-69,100.0,
1191771984,13,113,-65,100.0,617.0
1193051984,6,115,-65,100.0,
1194733984,11,114,-94,100.0,
1194910984,8,116,-94,100.0,
1195361984,14,113,-94,100.0,169.0
1195775696,5,117,-94,100.0,356.0
1197564984,9,115,-65,100.0,370.0
1198573696,3,118,-65,100.0,524.0
1199340984,15,112,-65,100.0,235.0
1200332224,12,114,-65,100.0,319.0
1200805984,13,114,-65,100.0,604.0
1200967984,7,116,-65,100.0,73.0
1201073984,10,114,-65,100.0,266.0
1201175696,2,117,-69,100.0,
1201644984,16,112,-65,100.0,206.0
1202340696,4,118,-81,100.0,6.0
1202758984,6,116,-65,100.0,
1205032984,11,115,-94,100.0,
1205045984,8,117,-94,100.0,
1205720984,14,114,-94,100.0,148.0
1206153696,5,118,-94,100.0,369.0
1207684984,9,116,-65,100.0,363.0
1209438696,3,119,-65,100.0,556.0
1209583984,12,115,-65,100.0,318.0
1209935984,15,113,-65,100.0,220.0
1210675984,13,115,-65,100.0,607.0
1211562984,7,117,-65,100.0,93.0
1211821696,2,118,-69,100.0,
1211980984,10,115,-65,100.0,243.0
1212327984,16,113,-65,100.0,178.0
1212552696,4,119,-81,100.0,
1213482984,6,117,-65,100.0,
1214132984,11,116,-94,100.0,
1215051984,14,115,-94,100.0,200.0
1215290984,8,118,-94,100.0,
1217073696,5,119,-94,100.0,348.0
1217275984,9,117,-65,100.0,377.0
1218547696,3,120,-65,100.0,531.0
1219014984,12,116,-65,100.0,326.0
1220091984,13,116,-65,100.0,622.0
1220675984,15,114,-65,100.0,220.0
1221608984,10,116,-65,100.0,238.0
1221800696,2,119,-69,100.0,
1222074696,4,120,-81,100.0,
1222120984,16,114,-65,100.0,254.0
1222311984,7,118,-65,100.0,189.0
1224419984,6,118,-65,100.0,
1224422968,14,116,-94,100.0,184.0
1224710224,11,117,-94,100.0,
1225705936,8,119,-94,100.0,
1226265696,5,120,-94,100.0,360.0
1226904984,9,118,-65,100.0,401.0
1228106984,12,117,-65,100.0,311.0
1229384696,3,121,-65,100.0,526.0
1230025984,13,117,-65,100.0,561.0
1231179696,4,121,-81,100.0,1.0
1231189984,15,115,-65,100.0,230.0
1231268984,10,117,-65,100.0,219.0
1231510984,16,115,-65,100.0,237.0
1232270696,2,120,-69,100.0,
1232664984,7,119,-65,100.0,51.0
1234106984,6,119,-65,100.0,
1234677984,14,117,-94,100.0,194.0
1234958224,11,118,-94,100.0,
1235798984,8,120,-94,100.0,
1236411984,9,119,-65,100.0,409.0
1237103696,5,121,-94,100.0,374.0
1237857984,12,118,-65,100.0,339.0
1239726696,3,122,-65,100.0,549.0
1240036984,13,118,-65,100.0,583.0
1240404696,4,122,-81,100.0,6.0
1240565984,10,118,-65,100.0,265.0
1241298984,15,116,-65,100.0,167.0
1241679984,16,116,-65,100.0,214.0
1242375696,2,121,-69,100.0,
1242708984,7,120,-65,100.0,57.0
1243108984,6,120,-65,100.0,
1243796984,14,118,-94,100.0,195.0
1244823984,8,121,-94,100.0,
1245338984,11,119,-94,100.0,
1246029984,9,120,-65,100.0,414.0
1246993696,5,122,-94,100.0,350.0
1247282984,12,119,-65,100.0,323.0
1249150984,13,119,-65,100.0,594.0
1249942984,10,119,-65,100.0,270.0
1249974696,4,123,-81,100.0,
1250061696,3,123,-65,100.0,549.0
1250888984,16,117,-65,100.0,202.0
1251470984,15,117,-65,100.0,244.0
1251758696,2,122,-69,100.0,
1252462984,6,121,-65,100.0,
1252646984,7,121,-65,100.0,58.0
1253049984,14,119,-94,100.0,183.0
1254419984,11,120,-94,100.0,
1254770984,8,122,-94,100.0,
1256167984,9,121,-65,100.0,371.0
1257365696,5,123,-94,100.0,385.0
1257437984,12,120,-65,100.0,361.0
1259604984,13,120,-65,100.0,575.0
1259849984,10,120,-65,100.0,213.0
1259917696,3,124,-65,100.0,562.0
1260411984,16,118,-65,100.0,234.0
1260741984,15,118,-65,100.0,174.0
1260748696,4,124,-81,100.0,
1260994696,2,123,-69,100.0,
1261705984,7,122,-65,100.0,89.0
1262588984,6,122,-65,100.0,
1262952984,14,120,-94,100.0,131.0
1264685984,11,121,-94,100.0,
1264785984,8,123,-94,100.0,
1265695984,9,122,-65,100.0,382.0
1266469984,12,121,-65,100.0,293.0
1267403696,5,124,-94,100.0,370.0
1269103696,3,125,-65,100.0,558.0
1269426984,13,121,-65,100.0,635.0
1269728984,10,121,-65,100.0,258.0
1269963984,15,119,-65,100.0,208.0
1270123696,2,124,-69,100.0,
1270901984,16,119,-65,100.0,222.0
1271257696,4,125,-81,100.0,6.0
1271296984,7,123,-65,100.0,45.0
1271854984,6,123,-65,100.0,
1273031984,14,121,-94,100.0,189.0
1274704984,11,122,-94,100.0,
1275220984,9,123,-65,100.0,424.0
1275777984,8,124,-94,100.0,
1276292984,12,122,-65,100.0,356.0
1276575696,5,125,-94,100.0,371.0
1279218984,15,120,-65,100.0,239.0
1279507984,13,122,-65,100.0,612.0
1279633984,10,122,-65,100.0,230.0
1279757696,3,126,-65,100.0,556.0
1279766696,2,125,-69,100.0,
1281441984,16,120,-65,100.0,215.0
1281524984,6,124,-65,100.0,
1281603696,4,126,-81,100.0,33.0
1281658984,7,124,-65,100.0,47.0
1282838984,14,122,-94,100.0,162.0
1284890984,8,125,-94,100.0,
1284948224,11,123,-94,100.0,
1285135984,9,124,-65,100.0,422.0
1286623696,5,126,-94,100.0,355.0
1286888984,12,123,-65,100.0,291.0
1288547984,13,123,-65,100.0,645.0
1289040984,10,123,-65,100.0,261.0
1289960984,15,121,-65,100.0,199.0
1290131696,2,126,-69,100.0,
1290217696,3,127,-65,100.0,537.0
1290740984,6,125,-65,100.0,
1291392696,4,127,-81,100.0,
1291454224,16,121,-65,100.0,214.0
1291730984,7,125,-65,100.0,45.0
1293003984,14,123,-94,100.0,165.0
1294317984,8,126,-94,100.0,
1294982984,9,125,-65,100.0,390.0
1295423984,11,124,-94,100.0,
1297576696,5,127,-94,100.0,374.0
1297588984,12,124,-65,100.0,401.0
1299161984,13,124,-65,100.0,642.0
1299599984,10,124,-65,100.0,278.0
1299752984,15,122,-65,100.0,221.0
1299790696,3,128,-65,100.0,560.0
1300138696,2,127,-69,100.0,
1300633696,4,128,-81,100.0,2.0
1301428984,6,126,-65,100.0,
1301483984,7,126,-65,100.0,75.0
1301777984,16,122,-65,100.0,235.0
1302327984,14,124,-94,100.0,137.0
1303400984,8,127,-94,100.0,
1304063984,9,126,-65,100.0,385.0
1305565984,11,125,-94,100.0,
1306592696,5,128,-94,100.0,347.0
1307785984,12,125,-65,100.0,267.0
1308756224,13,125,-65,100.0,580.0
1309066696,3,129,-65,100.0,522.0
1309714696,4,129,-81,100.0,
1309990984,15,123,-65,100.0,259.0
1310208984,10,125,-65,100.0,263.0
1310261696,2,128,-69,100.0,
1311050984,7,127,-65,100.0,58.0
1311584984,6,127,-65,100.0,
1312035984,16,123,-65,100.0,261.0
1312682984,14,125,-94,100.0,185.0
1313377984,9,127,-65,100.0,396.0
1314170984,8,128,-94,100.0,
1316368984,11,126,-94,100.0,
1316877696,5,129,-94,100.0,367.0
1318154984,12,126,-65,100.0,294.0
1318796696,4,130,-81,100.0,
1319524984,13,126,-65,100.0,597.0
1319680696,3,130,-65,100.0,550.0
1319893984,15,124,-65,100.0,183.0
1320393984,10,126,-65,100.0,248.0
1320904696,2,129,-69,100.0,
1321063936,6,128,-65,100.0,
1321156984,7,128,-65,100.0,77.0
1322159224,16,124,-65,100.0,229.0
1322282984,14,126,-94,100.0,245.0
1323098984,9,128,-65,100.0,398.0
1324065984,8,129,-94,100.0,
1325437984,11,127,-94,100.0,
1326862696,5,130,-94,100.0,348.0
1327679984,12,127,-65,100.0,317.0
1328524696,4,131,-81,100.0,
1329056696,3,131,-65,100.0,556.0
1329657984,15,125,-65,100.0,166.0
1330259984,10,127,-65,100.0,252.0
1330521984,13,127,-65,100.0,611.0
1330679984,7,129,-65,100.0,95.0
1331222984,6,129,-65,100.0,
1331814696,2,130,-69,100.0,
1331870984,16,125,-65,100.0,144.0
1332184984,14,127,-94,100.0,177.0
1332686984,9,129,-65,100.0,413.0
1334728984,8,130,-94,100.0,
1334873984,11,128,-94,100.0,
1336961696,5,131,-94,100.0,378.0
1337878984,12,128,-65,100.0,300.0
1337907696,4,132,-81,100.0,
1339021984,15,126,-65,100.0,222.0
1339323696,3,132,-65,100.0,530.0
1339833984,10,128,-65,100.0,258.0
1339992984,13,128,-65,100.0,620.0
1340990696,2,131,-69,100.0,
1341242984,7,130,-65,100.0,90.0
1341995936,6,130,-65,100.0,
1342152984,16,126,-65,100.0,292.0
1342294984,14,128,-94,100.0,157.0
1343348984,9,130,-65,100.0,427.0
1345029984,11,129,-94,100.0,
1345082480,8,131,-94,100.0,
1346554696,5,132,-94,100.0,370.0
1348603984,12,129,-65,100.0,341.0
1348725696,4,133,-81,100.0,11.0
1349115984,13,129,-65,100.0,615.0
1349329696,3,133,-65,100.0,542.0
1349939984,15,127,-65,100.0,212.0
1350195984,7,131,-65,100.0,42.0
1350354696,2,132,-69,100.0,
1350735984,10,129,-65,100.0,249.0
1351250984,16,127,-65,100.0,213.0
1351567984,6,131,-65,100.0,
1352187984,14,129,-94,100.0,191.0
1352620984,9,131,-65,100.0,433.0
1354691984,11,130,-94,100.0,
1355756984,8,132,-94,100.0,
1356677696,5,133,-94,100.0,371.0
1358420984,13,130,-65,100.0,604.0
1358735224,12,130,-65,100.0,280.0
1359031696,3,134,-65,100.0,554.0
1359385936,15,128,-65,100.0,259.0
1359413984,7,132,-65,100.0,162.0
1359560696,4,134,-81,100.0,
1360135696,2,133,-69,100.0,
1360227984,10,130,-65,100.0,246.0
1361004984,6,132,-65,100.0,
1361622984,16,128,-65,100.0,227.0
1362521984,9,132,-65,100.0,374.0
1362875984,14,130,-94,100.0,182.0
1365369984,8,133,-94,100.0,
1365486984,11,131,-94,100.0,
1366927696,5,134,-94,100.0,339.0
1367954984,13,131,-65,100.0,606.0
1368932984,15,129,-65,100.0,192.0
1369333984,10,131,-65,100.0,265.0
1369602984,12,131,-65,100.0,287.0
1369962696,3,135,-65,100.0,529.0
1370055984,7,133,-65,100.0,80.0
1370349696,2,134,-69,100.0,
1370384696,4,135,-81,100.0,5.0
1370630984,6,133,-65,100.0,
1371285224,16,129,-65,100.0,202.0
1372961984,9,133,-65,100.0,377.0
1373405984,14,131,-94,100.0,153.0
1376373984,8,134,-94,100.0,
1376391224,11,132,-94,100.0,
1376913984,13,132,-65,100.0,551.0
1376932696,5,135,-94,100.0,342.0
1379153696,3,136,-65,100.0,545.0
1379225984,12,132,-65,100.0,294.0
1379417984,15,130,-65,100.0,229.0
1379892984,7,134,-65,100.0,92.0
1379915696,4,136,-81,100.0,
1380043984,10,132,-65,100.0,255.0
1380537984,16,130,-65,100.0,227.0
1380793696,2,135,-69,100.0,
1381301984,6,134,-65,100.0,
1383170224,9,134,-65,100.0,385.0
1383326984,14,132,-94,100.0,115.0
1385694984,8,135,-94,100.0,
1386412696,5,136,-94,100.0,366.0
1386901984,11,133,-94,100.0,
1387292984,13,133,-65,100.0,612.0
1388935984,15,131,-65,100.0,266.0
1389304984,7,135,-65,100.0,40.0
1389467984,12,133,-65,100.0,261.0
1389558696,4,137,-81,100.0,103.0
1389726984,10,133,-65,100.0,273.0
1389813696,3,137,-65,100.0,526.0
1390150696,2,136,-69,100.0,
1391339984,16,131,-65,100.0,282.0
1391429984,6,135,-65,100.0,
1393200984,14,133,-94,100.0,169.0
1393709984,9,135,-65,100.0,417.0
1395561696,5,137,-94,100.0,338.0
1396493224,11,134,-94,100.0,
1396581576,13,134,-65,100.0,697.0
1396644984,8,136,-94,100.0,
1398702224,15,132,-65,100.0,172.0
1398747704,4,138,-81,100.0,36.0
1399057984,7,136,-65,100.0,45.0
1399925984,10,134,-65,100.0,254.0
1400386984,12,134,-65,100.0,321.0
1400664696,2,137,-69,100.0,
1400680984,6,136,-65,100.0,
1400738696,3,138,-65,100.0,539.0
1400889984,16,132,-65,100.0,253.0
1404043984,14,134,-94,100.0,150.0
1404258984,9,136,-65,100.0,362.0
1405568984,11,135,-94,100.0,
1405745696,5,138,-94,100.0,353.0
1405758984,13,135,-65,100.0,579.0
1405978984,8,137,-94,100.0,
1408390984,7,137,-65,100.0,60.0
1408974696,4,139,-81,100.0,
1409096984,15,133,-65,100.0,355.0
1409841984,10,135,-65,100.0,206.0
1410148984,6,137,-65,100.0,
1410306984,12,135,-65,100.0,290.0
1410420224,16,133,-65,100.0,234.0
1411198696,2,138,-69,100.0,
1411653696,3,139,-65,100.0,562.0
1413648984,14,135,-94,100.0,208.0
1414861984,11,136,-94,100.0,
1415099984,9,137,-65,100.0,434.0
1415512984,13,136,-65,100.0,633.0
1415647984,8,138,-94,100.0,
1416391696,5,139,-94,100.0,338.0
1417479984,7,138,-65,100.0,53.0
1418805696,4,140,-81,100.0,
1419589984,16,134,-65,100.0,240.0
1419883984,15,134,-65,100.0,208.0
1419946984,10,136,-65,100.0,276.0
1420238696,2,139,-69,100.0,
1420297984,12,136,-65,100.0,305.0
1420945984,6,138,-65,100.0,
1422023696,3,140,-65,100.0,549.0
1423257984,14,136,-94,100.0,116.0
1424746984,11,137,-94,100.0,
1424838984,9,138,-65,100.0,381.0
1425443984,8,139,-94,100.0,
1426069984,13,137,-65,100.0,604.0
1427256696,5,140,-94,100.0,359.0
1427703984,7,139,-65,100.0,60.0
1429489696,2,140,-69,100.0,
1429609696,4,141,-81,100.0,
1429716984,12,137,-65,100.0,287.0
1429825984,10,137,-65,100.0,293.0
1430193984,15,135,-65,100.0,229.0
1430397984,16,135,-65,100.0,215.0
1431386984,6,139,-65,100.0,
1432640696,3,141,-65,100.0,551.0
1433202984,14,137,-94,100.0,175.0
1434476984,8,140,-94,100.0,
1435524984,11,138,-94,100.0,
1435605984,9,139,-65,100.0,491.0
1435940984,13,138,-65,100.0,598.0
1436594696,5,141,-94,100.0,345.0
1437002984,7,140,-65,100.0,78.0
1438887696,2,141,-69,100.0,
1439082984,12,138,-65,100.0,255.0
1439620984,15,136,-65,100.0,202.0
1439791984,10,138,-65,100.0,211.0
1440092696,4,142,-81,100.0,
1440433224,16,136,-65,100.0,203.0
1440983984,6,140,-65,100.0,
1442302984,14,138,-94,100.0,156.0
1443029696,3,142,-65,100.0,552.0
1444111984,8,141,-94,100.0,
1445655984,11,139,-94,100.0,
1445948984,9,140,-65,100.0,402.0
1446870984,13,139,-65,100.0,544.0
1446925448,7,141,-65,100.0,99.0
1447196696,5,142,-94,100.0,370.0
1448885984,15,137,-65,100.0,207.0
1449103696,2,142,-69,100.0,
1449403984,10,139,-65,100.0,254.0
1449993984,12,139,-65,100.0,385.0
1450205984,16,137,-65,100.0,419.0
1450791696,4,143,-81,100.0,0.0
1451509984,6,141,-65,100.0,
1451721984,14,139,-94,100.0,182.0
1453316984,8,142,-94,100.0,
1453762696,3,143,-65,100.0,527.0
1455891984,11,140,-94,100.0,
1456101984,9,141,-65,100.0,373.0
1456757984,13,140,-65,100.0,604.0
1456889448,5,143,-94,100.0,375.0
1457810984,7,142,-65,100.0,58.0
1458971696,2,143,-69,100.0,
1459397984,12,140,-65,100.0,320.0
1459494984,10,140,-65,100.0,281.0
1459529984,15,138,-65,100.0,239.0
1460006984,16,138,-65,100.0,179.0
1461209984,14,140,-94,100.0,148.0
1461234984,6,142,-65,100.0,
1461770696,4,144,-81,100.0,
1462429984,8,143,-94,100.0,
1464173696,3,144,-65,100.0,552.0
1465979696,5,144,-94,100.0,349.0
1466237984,11,141,-94,100.0,
1466550984,9,142,-65,100.0,409.0
1467649984,13,141,-65,100.0,576.0
1468162984,7,143,-65,100.0,55.0
1469211984,15,139,-65,100.0,243.0
1469236696,2,144,-69,100.0,
1469258984,10,141,-65,100.0,389.0
1469411984,12,141,-65,100.0,310.0
1470166984,16,139,-65,100.0,186.0
1470455984,14,141,-94,100.0,189.0
1470748984,6,143,-65,100.0,
1472213984,8,144,-94,100.0,
1472374696,4,145,-81,100.0,
1473705696,3,145,-65,100.0,548.0
1475393984,11,142,-94,100.0,
1475456696,5,145,-94,100.0,378.0
1476566984,9,143,-65,100.0,439.0
1477009984,13,142,-65,100.0,622.0
1478281984,10,142,-65,100.0,227.0
1478538984,7,144,-65,100.0,92.0
1478877984,12,142,-65,100.0,362.0
1479509984,14,142,-94,100.0,170.0
1479693696,2,145,-69,100.0,
1479976984,15,140,-65,100.0,188.0
1480236984,16,140,-65,100.0,213.0
1480864984,6,144,-65,100.0,
1481422984,8,145,-94,100.0,
1482605696,4,146,-81,100.0,
1484463696,5,146,-94,100.0,356.0
1484513696,3,146,-65,100.0,562.0
1485155984,11,143,-94,100.0,
1485631984,9,144,-65,100.0,403.0
1486548984,13,143,-65,100.0,609.0
1487962984,12,143,-65,100.0,305.0
1488296984,10,143,-65,100.0,229.0
1488741984,7,145,-65,100.0,73.0
1490282984,14,143,-94,100.0,133.0
1490344984,15,141,-65,100.0,193.0
1490486696,2,146,-69,100.0,
1490526984,16,141,-65,100.0,294.0
1491641984,6,145,-65,100.0,
1491863984,8,146,-94,100.0,
1492090696,4,147,-81,100.0,
1494336696,5,147,-94,100.0,368.0
1494817696,3,147,-65,100.0,558.0
1494822984,9,145,-65,100.0,395.0
1495438984,11,144,-94,100.0,
1495859984,13,144,-65,100.0,598.0
1497571984,12,144,-65,100.0,291.0
1498013984,7,146,-65,100.0,87.0
1499195984,10,144,-65,100.0,260.0
1500042984,16,142,-65,100.0,174.0
1500307984,15,142,-65,100.0,211.0
1501149984,14,144,-94,100.0,160.0
1501198696,2,147,-69,100.0,
1501576984,6,146,-65,100.0,
1501738696,4,148,-81,100.0,
1502869984,8,147,-94,100.0,
1503541696,5,148,-94,100.0,340.0
1504321984,9,146,-65,100.0,390.0
1504336696,3,148,-65,100.0,546.0
1504654984,11,145,-94,100.0,
1506120984,13,145,-65,100.0,604.0
1507188984,12,145,-65,100.0,322.0
1508730984,7,147,-65,100.0,44.0
1510057936,10,145,-65,100.0,248.0
1510149984,16,143,-65,100.0,278.0
1511230984,15,143,-65,100.0,235.0
1511792696,4,149,-81,100.0,
1511867696,2,148,-69,100.0,
1511975984,6,147,-65,100.0,
1512033224,14,145,-94,100.0,192.0
1512704696,5,149,-94,100.0,346.0
1513475984,8,148,-94,100.0,
1514157984,11,146,-94,100.0,
1514224696,3,149,-65,100.0,566.0
1514244984,9,147,-65,100.0,458.0
1515763224,13,146,-65,100.0,587.0
1517389984,12,146,-65,100.0,348.0
1519455984,7,148,-65,100.0,101.0
1519615984,16,144,-65,100.0,274.0
1519655984,10,146,-65,100.0,269.0
1520786696,4,150,-81,100.0,
1521515696,2,149,-69,100.0,
1521624984,15,144,-65,100.0,199.0
1521816984,6,148,-65,100.0,
1522337696,5,150,-94,100.0,353.0
1522477984,14,146,-94,100.0,182.0
1523802696,3,150,-65,100.0,560.0
1523891984,9,148,-65,100.0,396.0
1524002480,11,147,-94,100.0,
1524349984,8,149,-94,100.0,
1525264984,13,147,-65,100.0,583.0
1528373984,12,147,-65,100.0,345.0
1529152984,7,149,-65,100.0,80.0
1530057696,4,151,-81,100.0,
1530063984,16,145,-65,100.0,194.0
1530217984,10,147,-65,100.0,297.0
1531104984,15,145,-65,100.0,206.0
1531373696,2,150,-69,100.0,
1532852984,6,149,-65,100.0,
1532880696,5,151,-94,100.0,366.0
1533370984,14,147,-94,100.0,200.0
1534071984,9,149,-65,100.0,436.0
1534108696,3,151,-65,100.0,590.0
1534266984,11,148,-94,100.0,
1534419984,13,148,-65,100.0,678.0
1534838984,8,150,-94,100.0,
1539282984,12,148,-65,100.0,311.0
1539462696,4,152,-81,100.0,4.0
1539743984,7,150,-65,100.0,88.0
1540032984,10,148,-65,100.0,247.0
1540682984,16,146,-65,100.0,265.0
1540878696,2,151,-69,100.0,
1541659984,15,146,-65,100.0,175.0
1542002984,6,150,-65,100.0,
1543071984,9,150,-65,100.0,381.0
1543194696,5,152,-94,100.0,338.0
1543294984,14,148,-94,100.0,145.0
1543364696,3,152,-65,100.0,551.0
1543815984,11,149,-94,100.0,
1544117984,13,149,-65,100.0,613.0
1545389984,8,151,-94,100.0,
1549033696,4,153,-81,100.0,
1549438984,7,151,-65,100.0,72.0
1549547984,12,149,-65,100.0,293.0
1549991984,16,147,-65,100.0,270.0
1550572984,10,149,-65,100.0,248.0
1551116696,2,152,-69,100.0,
1551304984,15,147,-65,100.0,201.0
1552016984,6,151,-65,100.0,
